"","Rk","Tm.x","W","L","WL","Strk","R","RA","Rdiff","SOS","SRS","pythWL","Luck","vEast","vCent","vWest","Inter","Home","Road","ExInn","1Run","vRHP","vLHP","≥.500","<.500","last10","last20","last30","Year.x","tYear","Tm.y","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Time","Chall","Succ","Succ%","Managers","Year.y"
"427",7,"New York Mets",89,73,0.549,NA,4.9,4.4,0.5,-0.4,0.1,"89-73",0,"40-32","20-20","20-15","9-6","48-33","41-40","9-9","16-19","55-52","34-21","46-38","43-35",NA,NA,NA,2008,"New York Mets2008","New York Mets",4042045,49902,30.1,29,98,98,1,2,11,"$137793376",03:02:00,NA,NA,NA,"Randolph and Manuel",2008
"428",8,"New York Yankees",89,73,0.549,NA,4.9,4.5,0.4,0.5,0.8,"87-75",2,"40-32","21-19","18-14","10-8","48-33","41-40","7-3","27-18","65-51","24-22","51-46","38-27",NA,NA,NA,2008,"New York Yankees2008","New York Yankees",4298655,53070,31.4,30.6,103,101,4,3,19,"$212286789",03:05:00,NA,NA,NA,"Girardi",2008
"429",9,"Chicago White Sox",89,74,0.546,NA,5,4.5,0.5,0.4,0.9,"89-74",0,"15-26","44-29","18-13","12-6","54-28","35-46","8-4","22-17","58-54","31-20","40-48","49-26",NA,NA,NA,2008,"Chicago White Sox2008","Chicago White Sox",2500648,30496,30.6,28.3,104,105,2,2,16,"$121189332",02:51:00,NA,NA,NA,"Guillén",2008
"430",10,"Minnesota Twins",88,75,0.54,NA,5.1,4.6,0.5,0.3,0.8,"89-74",-1,"13-22","43-30","18-19","14-4","53-28","35-47","8-10","26-26","59-51","29-24","40-43","48-32",NA,NA,NA,2008,"Minnesota Twins2008","Minnesota Twins",2302431,28425,26.2,27.5,96,96,1,3,11,"$56932766",02:53:00,NA,NA,NA,"Gardenhire",2008
"431",11,"Houston Astros",86,75,0.534,NA,4.4,4.6,-0.2,-0.2,-0.4,"77-84",9,"17-15","43-35","19-14","7-11","47-33","39-42","5-3","21-21","60-55","26-20","43-46","43-29",NA,NA,NA,2008,"Houston Astros2008","Houston Astros",2779487,34744,31.1,30.9,97,98,0,2,13,"$87946807",02:52:00,NA,NA,NA,"Cooper",2008
"432",12,"St. Louis Cardinals",86,76,0.531,NA,4.8,4.5,0.3,-0.3,0,"86-76",0,"22-14","36-41","21-13","7-8","46-35","40-41","6-12","24-28","59-47","27-29","43-44","43-32",NA,NA,NA,2008,"St. Louis Cardinals2008","St. Louis Cardinals",3432917,42382,28.8,30.2,98,98,0,2,12,"$99624449",02:54:00,NA,NA,NA,"La Russa",2008
"433",13,"Toronto Blue Jays",86,76,0.531,NA,4.4,3.8,0.6,0.4,1.1,"93-69",-7,"37-35","24-12","17-19","8-10","47-34","39-42","6-9","24-32","66-53","20-23","45-48","41-28",NA,NA,NA,2008,"Toronto Blue Jays2008","Toronto Blue Jays",2399786,29627,31,28.6,97,97,3,1,13,"$97793900",02:51:00,NA,NA,NA,"Gibbons and Gaston",2008
"434",14,"Florida Marlins",84,77,0.522,NA,4.8,4.8,0,-0.3,-0.3,"81-80",3,"40-31","19-20","20-16","5-10","45-36","39-41","9-5","24-19","61-56","23-21","43-41","41-36",NA,NA,NA,2008,"Florida Marlins2008","Florida Marlins",1335076,16482,28,26.6,101,101,0,2,8,"$21811500",02:56:00,NA,NA,NA,"González",2008
"435",15,"Los Angeles Dodgers",84,78,0.519,NA,4.3,4,0.3,-0.5,-0.1,"87-75",-3,"16-18","23-18","40-32","5-10","48-33","36-45","6-12","19-24","53-57","31-21","37-41","47-37",NA,NA,NA,2008,"Los Angeles Dodgers2008","Los Angeles Dodgers",3730553,46056,28.5,29.5,98,97,1,1,18,"$118588536",02:57:00,NA,NA,NA,"Torre",2008
"436",16,"Arizona Diamondbacks",82,80,0.506,NA,4.4,4.4,0.1,-0.5,-0.4,"82-80",0,"15-21","17-22","44-28","6-9","48-33","34-47","4-6","22-23","54-60","28-20","28-44","54-36",NA,NA,NA,2008,"Arizona Diamondbacks2008","Arizona Diamondbacks",2509924,30987,26.7,29.4,107,107,1,2,11,"$66202712",02:52:00,NA,NA,NA,"Melvin",2008
"437",17,"Cleveland Indians",81,81,0.5,NA,5,4.7,0.3,0.3,0.6,"85-77",-4,"20-15","36-36","19-18","6-12","45-36","36-45","5-9","14-17","60-58","21-23","37-38","44-43",NA,NA,NA,2008,"Cleveland Indians2008","Cleveland Indians",2169760,26787,27.6,28.6,98,97,0,2,12,"$78970066",03:01:00,NA,NA,NA,"Wedge",2008
"438",18,"Texas Rangers",79,83,0.488,NA,5.6,6,-0.4,0.3,-0.1,"76-86",3,"17-26","22-22","30-27","10-8","40-41","39-42","5-6","28-18","58-52","21-31","37-54","42-29",NA,NA,NA,2008,"Texas Rangers2008","Texas Rangers",1945677,24021,27.7,28.1,101,102,0,4,13,"$68037326",03:02:00,NA,NA,NA,"Washington",2008
"439",19,"Oakland Athletics",75,86,0.466,NA,4,4.3,-0.3,0.3,0.1,"76-85",-1,"17-23","22-24","26-31","10-8","43-38","32-48","8-7","25-24","50-58","25-28","39-52","36-34",NA,NA,NA,2008,"Oakland Athletics2008","Oakland Athletics",1665256,20559,27.2,26.5,94,94,1,1,8,"$47967126",02:48:00,NA,NA,NA,"Geren",2008
"440",20,"Kansas City Royals",75,87,0.463,NA,4.3,4.8,-0.6,0.4,-0.1,"72-90",3,"14-26","31-41","17-15","13-5","38-43","37-44","7-6","20-18","39-63","36-24","41-62","34-25",NA,NA,NA,2008,"Kansas City Royals2008","Kansas City Royals",1578922,19493,28,27.6,98,99,0,1,8,"$59445500",02:54:00,NA,NA,NA,"Hillman",2008
"441",21,"Colorado Rockies",74,88,0.457,NA,4.6,5.1,-0.5,-0.4,-0.9,"74-88",0,"15-21","21-18","31-41","7-8","43-38","31-50","6-6","25-20","48-67","26-21","37-56","37-32",NA,NA,NA,2008,"Colorado Rockies2008","Colorado Rockies",2650218,32719,27.5,28.5,109,109,1,2,12,"$68655500",02:54:00,NA,NA,NA,"Hurdle",2008
"442",22,"Detroit Tigers",74,88,0.457,NA,5.1,5.3,-0.2,0.4,0.1,"78-84",-4,"15-20","27-45","19-18","13-5","40-41","34-47","3-9","16-25","48-66","26-22","41-59","33-29",NA,NA,NA,2008,"Detroit Tigers2008","Detroit Tigers",3202645,39539,30.3,29.9,102,102,1,1,17,"$138785196",03:00:00,NA,NA,NA,"Leyland",2008
"443",23,"Cincinnati Reds",74,88,0.457,NA,4.3,4.9,-0.6,-0.2,-0.8,"72-90",2,"19-17","31-47","15-18","9-6","43-38","31-50","9-8","28-20","44-63","30-25","51-64","23-24",NA,NA,NA,2008,"Cincinnati Reds2008","Cincinnati Reds",2058632,25415,28.6,28.7,102,102,1,1,10,"$74167695",02:55:00,NA,NA,NA,"Baker",2008
"444",24,"Atlanta Braves",72,90,0.444,NA,4.6,4.8,-0.2,-0.3,-0.5,"79-83",-7,"31-41","13-28","20-14","8-7","43-38","29-52","3-10","11-30","52-57","20-33","45-57","27-33",NA,NA,NA,2008,"Atlanta Braves2008","Atlanta Braves",2532834,31270,27.2,28.6,98,97,3,2,12,"$102365683",02:52:00,NA,NA,NA,"Cox",2008
"445",25,"San Francisco Giants",72,90,0.444,NA,4,4.7,-0.7,-0.4,-1.1,"68-94",4,"19-13","11-29","36-36","6-12","37-44","35-46","10-5","31-21","56-59","16-31","33-55","39-35",NA,NA,NA,2008,"San Francisco Giants2008","San Francisco Giants",2863837,35356,29.6,27.1,102,102,0,2,12,"$76594500",02:53:00,NA,NA,NA,"Bochy",2008
"446",26,"Baltimore Orioles",68,93,0.422,NA,4.9,5.4,-0.5,0.5,0,"73-88",-5,"22-50","20-18","15-18","11-7","37-43","31-50","5-6","21-29","52-61","16-32","42-71","26-22",NA,NA,NA,2008,"Baltimore Orioles2008","Baltimore Orioles",1950075,24376,30.1,27.9,101,102,0,1,9,"$67196246",02:58:00,NA,NA,NA,"Trembley",2008
"447",27,"Pittsburgh Pirates",67,95,0.414,NA,4.5,5.5,-0.9,-0.2,-1.1,"67-95",0,"15-17","32-49","14-20","6-9","39-42","28-53","12-6","22-21","53-67","14-28","40-70","27-25",NA,NA,NA,2008,"Pittsburgh Pirates2008","Pittsburgh Pirates",1609076,19865,28.4,26.5,96,97,0,1,10,"$48689783",02:54:00,NA,NA,NA,"Russell",2008
"448",28,"San Diego Padres",63,99,0.389,NA,3.9,4.7,-0.8,-0.4,-1.2,"68-94",-5,"15-16","16-25","29-43","3-15","35-46","28-53","6-8","16-28","43-62","20-37","34-57","29-42",NA,NA,NA,2008,"San Diego Padres2008","San Diego Padres",2427535,29970,28.9,30.2,87,88,2,1,11,"$73677616",02:52:00,NA,NA,NA,"Black",2008
"449",29,"Seattle Mariners",61,101,0.377,NA,4.1,5,-0.9,0.3,-0.5,"67-95",-6,"15-29","15-28","22-35","9-9","35-46","26-55","5-7","18-30","40-70","21-31","31-52","30-49",NA,NA,NA,2008,"Seattle Mariners2008","Seattle Mariners",2329702,28762,29.7,28.5,96,97,1,1,11,"$117666482",02:47:00,NA,NA,NA,"McLaren and Riggleman",2008
"450",30,"Washington Nationals",59,102,0.366,NA,4,5.1,-1.1,-0.2,-1.4,"62-99",-3,"27-44","15-25","9-23","8-10","34-46","25-56","7-7","20-29","37-66","22-36","29-68","30-34",NA,NA,NA,2008,"Washington Nationals2008","Washington Nationals",2320400,29005,27.7,27.3,98,100,0,1,13,"$54961000",02:50:00,NA,NA,NA,"Acta",2008
"451",1,"Boston Red Sox",96,66,0.593,NA,5.4,4.1,1.3,0.3,1.6,"101-61",-5,"42-30","22-13","20-17","12-6","51-30","45-36","2-5","22-28","71-43","25-23","44-40","52-26",NA,NA,NA,2007,"Boston Red Sox2007","Boston Red Sox",2970755,36676,30.1,31.1,106,105,1,6,19,"$143026214",03:09:00,NA,NA,NA,"Francona",2007
"452",2,"Cleveland Indians",96,66,0.593,NA,5,4.3,0.7,0.2,0.8,"91-71",5,"18-18","48-24","21-15","9-9","51-29","45-37","11-8","29-24","64-47","32-19","30-30","66-36",NA,NA,NA,2007,"Cleveland Indians2007","Cleveland Indians",2275912,28449,28,29.4,101,100,0,3,13,"$61673267",03:02:00,NA,NA,NA,"Wedge",2007
"453",3,"Los Angeles Angels of Anaheim",94,68,0.58,NA,5.1,4.5,0.6,0.2,0.8,"90-72",4,"26-18","22-21","32-25","14-4","54-27","40-41","7-3","25-19","75-47","19-21","41-28","53-40",NA,NA,NA,2007,"Los Angeles Angels of Anaheim2007","Los Angeles Angels of Anaheim",3365632,41551,28.6,28.4,101,100,1,3,14,"$109251333",02:51:00,NA,NA,NA,"Scioscia",2007
"454",4,"New York Yankees",94,68,0.58,NA,6,4.8,1.2,0.2,1.4,"97-65",-3,"39-33","30-11","15-16","10-8","52-29","42-39","4-9","18-21","74-49","20-19","44-37","50-31",NA,NA,NA,2007,"New York Yankees2007","New York Yankees",4271083,52729,30.8,31.4,101,100,3,3,16,"$207039045",03:14:00,NA,NA,NA,"Torre",2007
"455",5,"Arizona Diamondbacks",90,72,0.556,NA,4.4,4.5,-0.1,-0.2,-0.3,"79-83",11,"24-9","22-20","36-36","8-7","50-31","40-41","8-6","32-20","62-55","28-17","45-47","45-25",NA,NA,NA,2007,"Arizona Diamondbacks2007","Arizona Diamondbacks",2325249,28707,26.6,28.2,107,107,1,3,13,"$52067546",02:53:00,NA,NA,NA,"Melvin",2007
"456",6,"Colorado Rockies",90,73,0.552,NA,5.3,4.7,0.6,-0.2,0.4,"91-72",-1,"17-15","20-20","43-30","10-8","51-31","39-42","11-10","19-19","70-49","20-24","54-42","36-31",NA,NA,NA,2007,"Colorado Rockies2007","Colorado Rockies",2376250,28979,27.9,28.1,107,108,1,2,10,"$54041000",02:56:00,NA,NA,NA,"Hurdle",2007
"457",7,"Philadelphia Phillies",89,73,0.549,NA,5.5,5.1,0.4,-0.3,0.2,"87-75",2,"42-30","25-16","14-20","8-7","47-34","42-39","11-8","14-23","63-47","26-26","43-42","46-31",NA,NA,NA,2007,"Philadelphia Phillies2007","Philadelphia Phillies",3108325,38374,28.8,30.6,104,103,0,3,15,"$89428213",03:03:00,NA,NA,NA,"Manuel",2007
"458",8,"San Diego Padres",89,74,0.546,NA,4.5,4.1,0.5,-0.2,0.2,"89-74",0,"17-16","26-16","40-33","6-9","47-34","42-40","11-10","23-26","60-52","29-22","48-51","41-23",NA,NA,NA,2007,"San Diego Padres2007","San Diego Padres",2790074,34445,29.9,31.5,90,90,2,3,12,"$58110567",02:48:00,NA,NA,NA,"Black",2007
"459",9,"Seattle Mariners",88,74,0.543,NA,4.9,5,-0.1,0.3,0.2,"79-83",9,"25-19","23-20","31-26","9-9","49-33","39-41","5-2","27-20","60-61","28-13","32-41","56-33",NA,NA,NA,2007,"Seattle Mariners2007","Seattle Mariners",2672223,32588,29.9,28.1,96,97,1,2,10,"$106460833",02:49:00,NA,NA,NA,"Hargrove and McLaren",2007
"460",10,"Detroit Tigers",88,74,0.543,NA,5.5,4.9,0.6,0.2,0.8,"89-73",-1,"20-15","36-36","18-19","14-4","45-36","43-38","8-10","27-19","60-59","28-15","35-35","53-39",NA,NA,NA,2007,"Detroit Tigers2007","Detroit Tigers",3047133,37619,30.9,28.5,102,101,1,5,17,"$95180369",03:00:00,NA,NA,NA,"Leyland",2007
"461",11,"New York Mets",88,74,0.543,NA,5,4.6,0.3,-0.2,0.1,"86-76",2,"35-37","28-12","17-18","8-7","41-40","47-34","7-8","22-15","59-50","29-24","41-46","47-28",NA,NA,NA,2007,"New York Mets2007","New York Mets",3853955,47580,30.7,31.3,98,97,2,4,19,"$116181663",02:57:00,NA,NA,NA,"Randolph",2007
"462",12,"Chicago Cubs",85,77,0.525,NA,4.6,4.3,0.4,-0.4,-0.1,"87-75",-2,"15-21","45-34","17-18","8-4","44-37","41-40","2-8","23-22","66-53","19-24","32-37","53-40",NA,NA,NA,2007,"Chicago Cubs2007","Chicago Cubs",3252462,40154,29.3,28.4,105,104,0,2,14,"$101670332",02:50:00,NA,NA,NA,"Piniella",2007
"463",13,"Atlanta Braves",84,78,0.519,NA,5,4.5,0.5,-0.2,0.2,"88-74",-4,"39-33","22-20","19-14","4-11","44-37","40-41","6-9","18-25","53-46","31-32","47-43","37-35",NA,NA,NA,2007,"Atlanta Braves2007","Atlanta Braves",2745207,33891,27.7,29.4,98,98,2,2,12,"$87290833",02:53:00,NA,NA,NA,"Cox",2007
"464",14,"Milwaukee Brewers",83,79,0.512,NA,4.9,4.8,0.2,-0.4,-0.2,"83-79",0,"16-17","43-36","16-19","8-7","51-30","32-49","8-6","22-21","55-56","28-23","27-37","56-42",NA,NA,NA,2007,"Milwaukee Brewers2007","Milwaukee Brewers",2869144,35422,27.7,29.1,100,100,0,4,14,"$70986500",02:53:00,NA,NA,NA,"Yost",2007
"465",15,"Toronto Blue Jays",83,79,0.512,NA,4.6,4.3,0.3,0.3,0.7,"87-75",-4,"36-36","19-18","18-17","10-8","49-32","34-47","8-9","29-25","57-62","26-17","38-39","45-40",NA,NA,NA,2007,"Toronto Blue Jays2007","Toronto Blue Jays",2360644,29144,30.5,27.3,100,99,2,1,10,"$81942800",02:52:00,NA,NA,NA,"Gibbons",2007
"466",16,"Los Angeles Dodgers",82,80,0.506,NA,4.5,4.5,0,-0.2,-0.1,"82-80",0,"20-16","23-16","34-38","5-10","43-38","39-42","9-4","28-20","56-58","26-22","48-54","34-26",NA,NA,NA,2007,"Los Angeles Dodgers2007","Los Angeles Dodgers",3857036,47618,29.7,31.1,101,100,0,3,20,"$108454524",02:54:00,NA,NA,NA,"Little",2007
"467",17,"Minnesota Twins",79,83,0.488,NA,4.4,4.5,0,0.3,0.2,"80-82",-1,"19-19","28-44","21-13","11-7","41-40","38-43","5-7","22-22","57-59","22-24","36-54","43-29",NA,NA,NA,2007,"Minnesota Twins2007","Minnesota Twins",2296383,28350,28.4,27.4,95,95,1,3,13,"$71439500",02:48:00,NA,NA,NA,"Gardenhire",2007
"468",18,"St. Louis Cardinals",78,84,0.481,NA,4.5,5.1,-0.6,-0.3,-1,"71-91",7,"14-21","43-37","15-17","6-9","43-38","35-46","7-4","16-20","49-57","29-27","37-50","41-34",NA,NA,NA,2007,"St. Louis Cardinals2007","St. Louis Cardinals",3552180,43854,30.2,29.6,99,99,1,1,13,"$90286823",02:54:00,NA,NA,NA,"La Russa",2007
"469",19,"Oakland Athletics",76,86,0.469,NA,4.6,4.7,-0.1,0.3,0.2,"79-83",-3,"21-20","21-25","24-33","10-8","40-41","36-45","11-5","25-24","52-64","24-22","38-46","38-40",NA,NA,NA,2007,"Oakland Athletics2007","Oakland Athletics",1921844,23726,28.9,26.9,94,94,1,1,10,"$79366940",02:53:00,NA,NA,NA,"Geren",2007
"470",20,"Texas Rangers",75,87,0.463,NA,5,5.2,-0.2,0.3,0.1,"79-83",-4,"20-25","17-25","27-30","11-7","47-34","28-53","5-9","26-18","53-62","22-25","38-50","37-37",NA,NA,NA,2007,"Texas Rangers2007","Texas Rangers",2353862,29060,29.4,27.7,101,101,0,1,13,"$68643675",02:59:00,NA,NA,NA,"Washington",2007
"471",21,"Houston Astros",73,89,0.451,NA,4.5,5,-0.6,-0.3,-0.9,"72-90",1,"13-18","35-44","16-18","9-9","42-39","31-50","9-10","25-26","51-66","22-23","38-48","35-41",NA,NA,NA,2007,"Houston Astros2007","Houston Astros",3020405,37289,31.4,30.2,100,100,1,2,11,"$87759000",02:55:00,NA,NA,NA,"Garner and Cooper",2007
"472",22,"Washington Nationals",73,89,0.451,NA,4.2,4.8,-0.7,-0.2,-0.8,"70-92",3,"32-40","21-18","11-22","9-9","40-41","33-48","5-9","27-24","48-65","25-24","35-67","38-22",NA,NA,NA,2007,"Washington Nationals2007","Washington Nationals",1943812,23998,27.9,27.5,94,95,0,1,9,"$36947500",02:55:00,NA,NA,NA,"Acta",2007
"473",23,"Chicago White Sox",72,90,0.444,NA,4.3,5.2,-0.9,0.4,-0.5,"67-95",5,"17-23","39-33","12-20","4-14","38-43","34-47","6-7","16-26","56-62","16-28","33-54","39-36",NA,NA,NA,2007,"Chicago White Sox2007","Chicago White Sox",2684395,33141,29.8,27.7,104,104,1,1,14,"$108671833",02:53:00,NA,NA,NA,"Guillén",2007
"474",24,"Cincinnati Reds",72,90,0.444,NA,4.8,5.3,-0.4,-0.3,-0.7,"75-87",-3,"15-19","36-43","14-17","7-11","39-42","33-48","10-8","26-24","49-54","23-36","42-47","30-43",NA,NA,NA,2007,"Cincinnati Reds2007","Cincinnati Reds",2058593,25415,29.7,29.1,104,104,1,1,12,"$68524980",02:52:00,NA,NA,NA,"Narron and Mackanin",2007
"475",25,"Florida Marlins",71,91,0.438,NA,4.9,5.5,-0.6,-0.2,-0.8,"72-90",-1,"32-40","18-20","12-22","9-9","36-45","35-46","7-6","22-24","50-63","21-28","44-53","27-38",NA,NA,NA,2007,"Florida Marlins2007","Florida Marlins",1370511,16920,26.7,26.2,97,98,0,1,8,"$30507000",02:57:00,NA,NA,NA,"González",2007
"476",26,"San Francisco Giants",71,91,0.438,NA,4.2,4.4,-0.2,-0.1,-0.3,"77-85",-6,"18-17","20-20","28-44","5-10","39-42","32-49","6-15","24-28","49-65","22-26","48-70","23-21",NA,NA,NA,2007,"San Francisco Giants2007","San Francisco Giants",3223215,39793,32.7,27.3,101,101,0,1,14,"$90219056",02:50:00,NA,NA,NA,"Bochy",2007
"477",27,"Baltimore Orioles",69,93,0.426,NA,4.7,5.4,-0.7,0.4,-0.3,"71-91",-2,"34-38","16-19","13-24","6-12","35-46","34-47","10-7","13-31","50-66","19-27","36-62","33-31",NA,NA,NA,2007,"Baltimore Orioles2007","Baltimore Orioles",2164822,26726,30.4,29,101,102,0,1,9,"$93174808",02:59:00,NA,NA,NA,"Perlozzo and Trembley",2007
"478",28,"Kansas City Royals",69,93,0.426,NA,4.4,4.8,-0.4,0.3,-0.2,"74-88",-5,"11-26","29-43","19-16","10-8","35-46","34-47","5-8","21-22","50-67","19-26","34-50","35-43",NA,NA,NA,2007,"Kansas City Royals2007","Kansas City Royals",1616867,19961,28,27.1,100,101,0,1,10,"$67691500",02:57:00,NA,NA,NA,"Bell",2007
"479",29,"Pittsburgh Pirates",68,94,0.42,NA,4.5,5.2,-0.8,-0.3,-1.1,"70-92",-2,"13-18","36-44","14-22","5-10","37-44","31-50","8-7","16-22","45-69","23-25","29-59","39-35",NA,NA,NA,2007,"Pittsburgh Pirates2007","Pittsburgh Pirates",1749142,21594,27.2,27.1,97,98,0,1,11,"$38537833",02:47:00,NA,NA,NA,"Tracy",2007
"480",30,"Tampa Bay Devil Rays",66,96,0.407,NA,4.8,5.8,-1,0.5,-0.5,"67-95",-1,"29-43","14-24","16-18","7-11","37-44","29-52","8-3","22-21","45-71","21-25","38-60","28-36",NA,NA,NA,2007,"Tampa Bay Devil Rays2007","Tampa Bay Devil Rays",1387603,17131,25.9,27,98,100,0,1,9,"$24623500",03:00:00,NA,NA,NA,"Maddon",2007
"481",1,"New York Mets",97,65,0.599,NA,5.1,4.5,0.6,-0.3,0.3,"91-71",6,"45-29","23-17","23-10","6-9","50-31","47-34","9-5","31-16","72-43","25-22","33-24","64-41",NA,NA,NA,2006,"New York Mets2006","New York Mets",3379535,41723,30.2,32.2,98,97,2,6,15,"$101584963",02:54:00,NA,NA,NA,"Randolph",2006
"482",2,"New York Yankees",97,65,0.599,NA,5.7,4.7,1,0.2,1.2,"95-67",2,"46-28","23-12","18-17","10-8","50-31","47-34","7-3","24-22","66-48","31-17","45-39","52-26",NA,NA,NA,2006,"New York Yankees2006","New York Yankees",4248067,52445,30.9,32.5,101,99,4,4,15,"$194663079",03:08:00,NA,NA,NA,"Torre",2006
"483",3,"Minnesota Twins",96,66,0.593,NA,4.9,4.2,0.7,0.3,1.1,"93-69",3,"22-13","41-35","17-16","16-2","54-27","42-39","10-4","20-11","62-40","34-26","41-38","55-28",NA,NA,NA,2006,"Minnesota Twins2006","Minnesota Twins",2285018,28210,28.3,26.9,98,98,1,3,17,"$63396006",02:46:00,NA,NA,NA,"Gardenhire",2006
"484",4,"Detroit Tigers",95,67,0.586,NA,5.1,4.2,0.9,0.3,1.2,"95-67",0,"16-17","45-30","19-17","15-3","46-35","49-32","4-8","24-20","62-47","33-20","40-40","55-27",NA,NA,NA,2006,"Detroit Tigers2006","Detroit Tigers",2595937,32049,29.3,28.8,100,99,1,3,15,"$82612866",02:46:00,NA,NA,NA,"Leyland",2006
"485",5,"Oakland Athletics",93,69,0.574,NA,4.8,4.5,0.3,0.4,0.7,"85-77",8,"29-15","22-21","34-23","8-10","49-32","44-37","9-4","32-22","70-51","23-18","42-37","51-32",NA,NA,NA,2006,"Oakland Athletics2006","Oakland Athletics",1976625,24403,29.7,27,97,97,1,1,10,"$64843079",02:47:00,NA,NA,NA,"Macha",2006
"486",6,"Chicago White Sox",90,72,0.556,NA,5.4,4.9,0.5,0.4,0.8,"88-74",2,"17-17","40-36","19-15","14-4","49-32","41-40","7-8","24-21","59-38","31-34","44-36","46-36",NA,NA,NA,2006,"Chicago White Sox2006","Chicago White Sox",2957414,36511,29.8,27.9,104,104,1,7,16,"$102750667",02:49:00,NA,NA,NA,"Guillen",2006
"487",7,"Los Angeles Angels of Anaheim",89,73,0.549,NA,4.7,4.5,0.2,0.4,0.6,"84-78",5,"26-19","24-18","32-25","7-11","45-36","44-37","8-7","25-22","59-52","30-21","39-38","50-35",NA,NA,NA,2006,"Los Angeles Angels of Anaheim2006","Los Angeles Angels of Anaheim",3406790,42059,28.8,27.9,100,99,1,1,15,"$103472000",02:48:00,NA,NA,NA,"Scioscia",2006
"488",8,"San Diego Padres",88,74,0.543,NA,4.5,4.2,0.3,-0.3,0,"86-76",2,"16-18","26-12","39-36","7-8","43-38","45-36","10-12","30-22","71-57","17-17","30-19","58-55",NA,NA,NA,2006,"San Diego Padres2006","San Diego Padres",2659757,32837,30.7,30.6,91,90,2,1,14,"$69896141",02:50:00,NA,NA,NA,"Bochy",2006
"489",9,"Los Angeles Dodgers",88,74,0.543,NA,5.1,4.6,0.4,-0.3,0.1,"88-74",0,"19-13","21-20","43-31","5-10","49-32","39-42","3-8","20-20","69-58","19-16","19-38","69-36",NA,NA,NA,2006,"Los Angeles Dodgers2006","Los Angeles Dodgers",3758545,46402,29.9,30.4,101,100,1,2,23,"$98447187",02:53:00,NA,NA,NA,"Little",2006
"490",10,"Toronto Blue Jays",87,75,0.537,NA,5,4.7,0.3,0.3,0.6,"86-76",1,"43-31","18-17","17-18","9-9","50-31","37-44","7-1","20-10","59-56","28-19","45-40","42-35",NA,NA,NA,2006,"Toronto Blue Jays2006","Toronto Blue Jays",2302212,28422,28.6,28.1,100,100,1,5,11,"$71365000",02:52:00,NA,NA,NA,"Gibbons",2006
"491",11,"Boston Red Sox",86,76,0.531,NA,5.1,5.1,0,0.3,0.3,"81-81",5,"40-35","15-19","15-20","16-2","48-33","38-43","5-7","29-20","61-45","25-31","37-44","49-32",NA,NA,NA,2006,"Boston Red Sox2006","Boston Red Sox",2930588,36180,30.5,31.1,105,104,1,4,18,"$120099824",03:08:00,NA,NA,NA,"Francona",2006
"492",12,"Philadelphia Phillies",85,77,0.525,NA,5.3,5,0.3,-0.3,0,"86-76",-1,"41-34","20-17","19-13","5-13","41-40","44-37","5-11","22-23","62-55","23-22","23-33","62-44",NA,NA,NA,2006,"Philadelphia Phillies2006","Philadelphia Phillies",2701815,33356,29.3,30.5,105,104,0,3,18,"$88273333",02:56:00,NA,NA,NA,"Manuel",2006
"493",13,"St. Louis Cardinals",83,78,0.516,NA,4.9,4.7,0.1,-0.5,-0.4,"82-79",1,"16-15","39-42","23-11","5-10","49-31","34-47","5-6","22-27","60-44","23-34","21-26","62-52",NA,NA,NA,2006,"St. Louis Cardinals2006","St. Louis Cardinals",3407104,42589,29.6,28.6,99,99,1,4,12,"$88891371",02:51:00,NA,NA,NA,"La Russa",2006
"494",14,"Houston Astros",82,80,0.506,NA,4.5,4.4,0.1,-0.4,-0.3,"83-79",-1,"16-18","45-32","14-19","7-11","44-37","38-43","5-10","25-21","60-64","22-16","21-28","61-52",NA,NA,NA,2006,"Houston Astros2006","Houston Astros",3022763,37318,30.5,29.8,100,99,1,2,9,"$100894435",02:54:00,NA,NA,NA,"Garner",2006
"495",15,"Cincinnati Reds",80,82,0.494,NA,4.6,4.9,-0.3,-0.4,-0.7,"76-86",4,"17-15","46-38","11-20","6-9","42-39","38-43","5-8","27-20","56-58","24-24","27-34","53-48",NA,NA,NA,2006,"Cincinnati Reds2006","Cincinnati Reds",2134607,26353,29.6,29.5,104,104,1,1,13,"$60909519",02:50:00,NA,NA,NA,"Narron",2006
"496",16,"Texas Rangers",80,82,0.494,NA,5.2,4.8,0.3,0.4,0.7,"86-76",-6,"22-21","22-22","29-28","7-11","39-42","41-40","2-5","17-26","58-59","22-23","46-55","34-27",NA,NA,NA,2006,"Texas Rangers2006","Texas Rangers",2388757,29491,28.4,28.3,101,101,0,2,15,"$68228662",02:49:00,NA,NA,NA,"Showalter",2006
"497",17,"Atlanta Braves",79,83,0.488,NA,5.2,5,0.3,-0.3,0,"85-77",-6,"35-38","22-17","17-18","5-10","40-41","39-42","8-3","19-33","61-60","18-23","32-41","47-42",NA,NA,NA,2006,"Atlanta Braves2006","Atlanta Braves",2550524,31488,27.5,29.4,100,99,2,3,12,"$90156876",02:50:00,NA,NA,NA,"Cox",2006
